BrandAAIAID|BrandLabel|PartNumber|EXPI_PTS|ACESApplications|QuantityPerApplication|QuantityPerApplicationUOM|MinimumOrderQuantity|MinimumOrderQuantityUOM|PartTerminologyID|DESC_DES|DESC_SHO|DESC_MKT|DESC_EXT|PARTRELEASEDATE|EXPI_NPC|EXPI_NPD|EXPI_LIF|EXPI_LIS|BillableWeight|ItemLevelGTIN|EA_QuantityofEaches|EA_PackageUOM|EA_Height|EA_Width|EA_Length|EA_Weight|EA_WeightUOM|EA_DimensionalWeight|EA_DimensionalWeightUOM|EXPI_WD1|EXPI_WD2|EXPI_WS1|EXPI_WS2|EXPI_WT1|EXPI_WT2|PK_PackageLevelGTIN|PK_QuantityofEaches|PK_PackageUOM|PK_Height|PK_Width|PK_Length|PK_Weight|PK_WeightUOM|CA_PackageLevelGTIN|CA_QuantityofEaches|CA_PackageUOM|CA_Height|CA_Width|CA_Length|CA_Weight|CA_WeightUOM|PL_PackageLevelGTIN|PL_FootprintSize|PL_PackageUOM|PL_FootprintSizeUOM|PL_CartonPerLayer|PL_PLM|PL_QuantityofEaches|PL_Weight|PL_WeightUOM|COUNTRYCODE|EXPI_CTO|CURRENCYCODE|EXPI_EMS|FCCODE|EXPI_REM|HarzardousMaterialCode|EXPI_HSB|EXPI_HAC|EXPI_HTS|EXPI_NAF|EXPI_MSR|msdssheetno|PRICEEFFECTIVEDATE|PriceReleaseDate|PriceSheetNumber|USD_DealerPrice|USD_InstallerPrice|USD_JobberPrice|USD_ListPrice|USD_UnilateralPrice|USD_NSJobberPrice|USD_NSDealerPrice|USD_RacerPrice|USD_RetailPrice|USD_RetailMapPrice|USD_WholesaleMAPPrice|USD_PromoPrice|USD_StockDealerPrice|USD_TradePrice|USD_UserPrice|USD_WDPrice|USD_JobberCorePrice|USD_WDCorePrice|USD_FederalExciseTax|CAD_JobberPrice|CAD_ListPrice|CAD_UnilateralPrice|CAD_RetailPrice|CAD_RetailMapPrice|CAD_WholesaleMAPPrice|CAD_WDPrice|CAD_JobberCorePrice|ModifyDate|partterminologyname
BKDK|CURT|122533||Y|1|EA|1|EA|1212|Class 2 Trailer Hitch; 1-1/4in. Ball Mount; Select Lincoln LS|Class 2 Trailer Hitc|A CURT trailer hitch is the key to pursuing your passions, whether youre taking the family boat out for an afternoon on the water or packing up the mountain bikes for a day on the trails. This CURT class 2 hitch is perfect for towing a small trailer, such as a boat trailer, lightweight camper or utility trailer. It can also be used to mount a hitch cargo carrier or bike rack (never exceed the lowest-rated towing component). Like all CURT custom hitches, this class 2 trailer hitch is made for a vehicle-specific fit. It is engineered to seamlessly integrate with select years of the Lincoln LS (see application info to verify fitment). It is rated for 3,500 pounds gross trailer weight and 350 pounds tongue weight. It is also equipped with 1-1/4 in. x 1-1/4 in. hitch receiver to accept the included ball mount. The ball mount that comes with this hitch kit has a 3/4 in. trailer ball hole and can be positioned in the drop or rise orientation for level towing with your specific trailer (trailer ball not included). Like all CURT custom receiver hitches, this class 2 hitch is designed, manufactured, finished and tested with the utmost care. It is engineered for a precise fit, easy installation, maximum towing strength and an integrated look on the vehicle. It is also tested to SAE J684 protocols for safety. This class 2 trailer hitch is finished with our industry-leading dual-coat process for unparalleled rust, chip and UV resistance. It is descaled for a smooth surface, submersed in liquid A-coat for rust prevention inside and out, covered with a highly durable powder coat, and finally co-cured for a dependable shield against the elements. This class 2 hitch comes with a ball mount, hitch pin and mounting hardware for a complete installation.|CURT 122533 Class 2 Trailer Hitch with Ball Mount; 1-1/4-In Receiver; Fits Select Lincoln LS||||A|Available Only While Supplies Last|37.750|612314122530|1|EA|8.3700|15.8700|39.5000|33.3000|PG|37.750|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||355.1300|501.9500|||||501.9500|379.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|12264|122643|Y|1|EA|1|EA|1212|Class 2 Hitch; 1-1/4in. Receiver; Select Chrysler; Dodge; Ram; Volkswagen Miniva|Class 2 Hitch; 1-1/4|Whatever the next checkpoint is on your adventure -- whether its getting your bike on the trail before sunrise or making it to the campground before dark -- CURT class 2 hitches let you Bring It with confidence. These receiver hitches are made to handle most light-duty towing applications and offer a custom fit for your vehicle. Typically used on full-size cars, crossovers, compact SUVs, minivans or even compact pickup trucks, a CURT class 2 trailer hitch complements the design of smaller vehicles. This particular class 2 hitch is made to be a custom hitch for certain years of the Chrysler Town & Country, Dodge Grand Caravan, Ram C/V and Volkswagen Routan (to verify vehicle compatibility, see application info). It offers a weight carrying capacity of 3,500 lbs. GTW and 350 lbs. TW. Class 2 trailer hitches can typically be used to tow a variety of lightweight trailers, such as a small utility trailer, small fishing boat trailer or popup camper (NOTE: Never exceed the lowest weight capacity of any towing component). They are also perfect for adding cargo space to your vehicle with a bike rack or cargo carrier. This class 2 hitch features a 1-1/4 in. receiver tube to accept a ball mount shank or other hitch-mounted accessory. For safety, it is tested in accordance with SAE J684. A custom trailer hitch design requires extra care, and as such, CURT class 2 hitches are engineered using real vehicles and hands-on research. We use high-strength steel, robotic welding and rigorous testing to produce hitches that are built to fit your lifestyle. To ensure that each hitch will be a reliable extension of your vehicle, we also finish our hitches in a co-curing of liquid A-coat and black powder coat, giving them long-lasting rust and wear resistance.|CURT 12264 Class 2 Trailer Hitch; 1-1/4-Inch Receiver; Fits Select Chrysler; Dodge; Ram; Volkswagen Minivans||||2|Available to Order|82.050|612314014361|1|EA|8.3800|24.5000|55.5500|54.0000|PG|82.050|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||273.8100|386.9500|||||386.9500|292.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|122643||Y|1|EA|1|EA|1212|Class 2 Hitch; 1-1/4in. Mount; Select Chrysler; Dodge; Ram; Volkswagen Minivans|Class 2 Hitch; 1-1/4|A CURT trailer hitch is the key to pursuing your passions, whether youre taking the family boat out for an afternoon on the water or packing up the mountain bikes for a day on the trails. This CURT class 2 hitch is perfect for towing a small trailer, such as a boat trailer, lightweight camper or utility trailer. It can also be used to mount a hitch cargo carrier or bike rack (never exceed the lowest-rated towing component). Like all CURT custom hitches, this class 2 trailer hitch is made for a vehicle-specific fit. It is engineered to seamlessly integrate with select years of the Chrysler Town & Country, Dodge Grand Caravan, Ram C/V and Volkswagen Routan (see application info to verify fitment). It is rated for 3,500 pounds gross trailer weight and 350 pounds tongue weight. It is also equipped with 1-1/4 in. x 1-1/4 in. hitch receiver to accept the included ball mount. The ball mount that comes with this hitch kit has a 3/4 in. trailer ball hole and can be positioned in the drop or rise orientation for level towing with your specific trailer (trailer ball not included). Like all CURT custom receiver hitches, this class 2 hitch is designed, manufactured, finished and tested with the utmost care. It is engineered for a precise fit, easy installation, maximum towing strength and an integrated look on the vehicle. It is also tested to SAE J684 protocols for safety. This class 2 trailer hitch is finished with our industry-leading dual-coat process for unparalleled rust, chip and UV resistance. It is descaled for a smooth surface, submersed in liquid A-coat for rust prevention inside and out, covered with a highly durable powder coat, and finally co-cured for a dependable shield against the elements. This class 2 hitch comes with a ball mount, hitch pin and mounting hardware for a complete installation.|CURT 122643 Class 2 Trailer Hitch with Ball Mount; 1-1/4-In Receiver; Fits Select Chrysler; Dodge; Ram; Volkswagen Minivans||||2|Available to Order|82.050|612314122646|1|EA|8.3800|24.5000|55.5500|46.3000|PG|82.050|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||303.3400|428.9500|||||428.9500|324.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|12270|122703|Y|1|EA|1|EA|1212|Class 2 Trailer Hitch; 1-1/4in. Receiver; Select Subaru Legacy; Outback|Class 2 Trailer Hitc|Whatever the next checkpoint is on your adventure -- whether its getting your bike on the trail before sunrise or making it to the campground before dark -- CURT class 2 hitches let you Bring It with confidence. These receiver hitches are made to handle most light-duty towing applications and offer a custom fit for your vehicle. Typically used on full-size cars, crossovers, compact SUVs, minivans or even compact pickup trucks, a CURT class 2 trailer hitch complements the design of smaller vehicles. This particular class 2 hitch is made to be a custom hitch for certain years of the Subaru Legacy and Outback (to verify vehicle compatibility, see application info). It offers a weight carrying capacity of 3,500 lbs. GTW and 350 lbs. TW. Class 2 trailer hitches can typically be used to tow a variety of lightweight trailers, such as a small utility trailer, small fishing boat trailer or popup camper (NOTE: Never exceed the lowest weight capacity of any towing component). They are also perfect for adding cargo space to your vehicle with a bike rack or cargo carrier. This class 2 hitch features a 1-1/4 in. receiver tube to accept a ball mount shank or other hitch-mounted accessory. For safety, it is tested in accordance with SAE J684. A custom trailer hitch design requires extra care, and as such, CURT class 2 hitches are engineered using real vehicles and hands-on research. We use high-strength steel, robotic welding and rigorous testing to produce hitches that are built to fit your lifestyle. To ensure that each hitch will be a reliable extension of your vehicle, we also finish our hitches in a co-curing of liquid A-coat and black powder coat, giving them long-lasting rust and wear resistance.|CURT 12270 Class 2 Trailer Hitch; 1-1/4-Inch Receiver; Fits Select Subaru Legacy; Outback||||2|Available to Order|76.200|612314014385|1|EA|11.3800|19.7500|47.1290|40.0000|PG|76.200|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||310.8000|438.9500|||||438.9500|332.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|122703||Y|1|EA|1|EA|1212|Class 2 Trailer Hitch; 1-1/4in. Ball Mount; Select Subaru Legacy; Outback|Class 2 Trailer Hitc|A CURT trailer hitch is the key to pursuing your passions, whether youre taking the family boat out for an afternoon on the water or packing up the mountain bikes for a day on the trails. This CURT class 2 hitch is perfect for towing a small trailer, such as a boat trailer, lightweight camper or utility trailer. It can also be used to mount a hitch cargo carrier or bike rack (never exceed the lowest-rated towing component). Like all CURT custom hitches, this class 2 trailer hitch is made for a vehicle-specific fit. It is engineered to seamlessly integrate with select years of the Subaru Legacy and Outback (see application info to verify fitment). It is rated for 3,500 pounds gross trailer weight and 350 pounds tongue weight. It is also equipped with 1-1/4 in. x 1-1/4 in. hitch receiver to accept the included ball mount. The ball mount that comes with this hitch kit has a 3/4 in. trailer ball hole and can be positioned in the drop or rise orientation for level towing with your specific trailer (trailer ball not included). Like all CURT custom receiver hitches, this class 2 hitch is designed, manufactured, finished and tested with the utmost care. It is engineered for a precise fit, easy installation, maximum towing strength and an integrated look on the vehicle. It is also tested to SAE J684 protocols for safety. This class 2 trailer hitch is finished with our industry-leading dual-coat process for unparalleled rust, chip and UV resistance. It is descaled for a smooth surface, submersed in liquid A-coat for rust prevention inside and out, covered with a highly durable powder coat, and finally co-cured for a dependable shield against the elements. This class 2 hitch comes with a ball mount, hitch pin and mounting hardware for a complete installation.|CURT 122703 Class 2 Trailer Hitch with Ball Mount; 1-1/4-In Receiver; Fits Select Subaru Legacy; Outback||||2|Available to Order|76.200|612314122707|1|EA|11.3800|19.7500|47.1290|50.0000|PG|76.200|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||340.3300|480.9500|||||480.9500|363.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|12272|122723|Y|1|EA|1|EA|1212|Class 2 Trailer Hitch; 1-1/4in. Receiver; Select Chevrolet Malibu|Class 2 Trailer Hitc|Whatever the next checkpoint is on your adventure -- whether its getting your bike on the trail before sunrise or making it to the campground before dark -- CURT class 2 hitches let you Bring It with confidence. These receiver hitches are made to handle most light-duty towing applications and offer a custom fit for your vehicle. Typically used on full-size cars, crossovers, compact SUVs, minivans or even compact pickup trucks, a CURT class 2 trailer hitch complements the design of smaller vehicles. This particular class 2 hitch is made to be a custom hitch for certain years of the Chevy Malibu (to verify vehicle compatibility, see application info). It offers a weight carrying capacity of 3,500 lbs. GTW and 350 lbs. TW. Class 2 trailer hitches can typically be used to tow a variety of lightweight trailers, such as a small utility trailer, small fishing boat trailer or popup camper (NOTE: Never exceed the lowest weight capacity of any towing component). They are also perfect for adding cargo space to your vehicle with a bike rack or cargo carrier. This class 2 hitch features a 1-1/4 in. receiver tube to accept a ball mount shank or other hitch-mounted accessory. For safety, it is tested in accordance with SAE J684. A custom trailer hitch design requires extra care, and as such, CURT class 2 hitches are engineered using real vehicles and hands-on research. We use high-strength steel, robotic welding and rigorous testing to produce hitches that are built to fit your lifestyle. To ensure that each hitch will be a reliable extension of your vehicle, we also finish our hitches in a co-curing of liquid A-coat and black powder coat, giving them long-lasting rust and wear resistance.|CURT 12272 Class 2 Trailer Hitch; 1-1/4-Inch Receiver; Fits Select Chevrolet Malibu||||2|Available to Order|59.550|612314014392|1|EA|6.6300|26.5500|47.0200|45.0000|PG|59.550|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||296.0000|417.9500|||||417.9500|316.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|122723||Y|1|EA|1|EA|1212|Class 2 Trailer Hitch; 1-1/4in. Ball Mount; Select Chevrolet Malibu|Class 2 Trailer Hitc|A CURT trailer hitch is the key to pursuing your passions, whether youre taking the family boat out for an afternoon on the water or packing up the mountain bikes for a day on the trails. This CURT class 2 hitch is perfect for towing a small trailer, such as a boat trailer, lightweight camper or utility trailer. It can also be used to mount a hitch cargo carrier or bike rack (never exceed the lowest-rated towing component). Like all CURT custom hitches, this class 2 trailer hitch is made for a vehicle-specific fit. It is engineered to seamlessly integrate with select years of the Chevrolet Malibu (see application info to verify fitment). It is rated for 3,500 pounds gross trailer weight and 350 pounds tongue weight. It is also equipped with 1-1/4 in. x 1-1/4 in. hitch receiver to accept the included ball mount. The ball mount that comes with this hitch kit has a 3/4 in. trailer ball hole and can be positioned in the drop or rise orientation for level towing with your specific trailer (trailer ball not included). Like all CURT custom receiver hitches, this class 2 hitch is designed, manufactured, finished and tested with the utmost care. It is engineered for a precise fit, easy installation, maximum towing strength and an integrated look on the vehicle. It is also tested to SAE J684 protocols for safety. This class 2 trailer hitch is finished with our industry-leading dual-coat process for unparalleled rust, chip and UV resistance. It is descaled for a smooth surface, submersed in liquid A-coat for rust prevention inside and out, covered with a highly durable powder coat, and finally co-cured for a dependable shield against the elements. This class 2 hitch comes with a ball mount, hitch pin and mounting hardware for a complete installation.|CURT 122723 Class 2 Trailer Hitch with Ball Mount; 1-1/4-In Receiver; Fits Select Chevrolet Malibu||||2|Available to Order|59.550|612314122721|1|EA|6.6300|26.5500|47.0200|59.0000|PG|59.550|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||325.5000|459.9500|||||459.9500|347.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|12284|122843|Y|1|EA|1|EA|1212|Class 2 Trailer Hitch; 1-1/4in. Receiver; Select Subaru Legacy; Outback|Class 2 Trailer Hitc|Whatever the next checkpoint is on your adventure -- whether its getting your bike on the trail before sunrise or making it to the campground before dark -- CURT class 2 hitches let you Bring It with confidence. These receiver hitches are made to handle most light-duty towing applications and offer a custom fit for your vehicle. Typically used on full-size cars, crossovers, compact SUVs, minivans or even compact pickup trucks, a CURT class 2 trailer hitch complements the design of smaller vehicles. This particular class 2 hitch is made to be a custom hitch for certain years of the Subaru Legacy and Outback (to verify vehicle compatibility, see application info). It offers a weight carrying capacity of 3,500 lbs. GTW and 300 lbs. TW. Class 2 trailer hitches can typically be used to tow a variety of lightweight trailers, such as a small utility trailer, small fishing boat trailer or popup camper (NOTE: Never exceed the lowest weight capacity of any towing component). They are also perfect for adding cargo space to your vehicle with a bike rack or cargo carrier. This class 2 hitch features a 1-1/4 in. receiver tube to accept a ball mount shank or other hitch-mounted accessory. For safety, it is tested in accordance with SAE J684. A custom trailer hitch design requires extra care, and as such, CURT class 2 hitches are engineered using real vehicles and hands-on research. We use high-strength steel, robotic welding and rigorous testing to produce hitches that are built to fit your lifestyle. To ensure that each hitch will be a reliable extension of your vehicle, we also finish our hitches in a co-curing of liquid A-coat and black powder coat, giving them long-lasting rust and wear resistance.|CURT 12284 Class 2 Trailer Hitch; 1-1/4-Inch Receiver; Fits Select Subaru Legacy; Outback||||2|Available to Order|43.120|612314014422|1|EA|9.1250|19.2500|34.1250|26.0000|PG|43.120|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||273.8100|386.9500|||||386.9500|292.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|122843||Y|1|EA|1|EA|1212|Class 2 Trailer Hitch; 1-1/4in. Ball Mount; Select Subaru Legacy; Outback|Class 2 Trailer Hitc|A CURT trailer hitch is the key to pursuing your passions, whether youre taking the family boat out for an afternoon on the water or packing up the mountain bikes for a day on the trails. This CURT class 2 hitch is perfect for towing a small trailer, such as a boat trailer, lightweight camper or utility trailer. It can also be used to mount a hitch cargo carrier or bike rack (never exceed the lowest-rated towing component). Like all CURT custom hitches, this class 2 trailer hitch is made for a vehicle-specific fit. It is engineered to seamlessly integrate with select years of the Subaru Legacy and Outback (see application info to verify fitment). It is rated for 3,500 pounds gross trailer weight and 300 pounds tongue weight. It is also equipped with 1-1/4 in. x 1-1/4 in. hitch receiver to accept the included ball mount. The ball mount that comes with this hitch kit has a 3/4 in. trailer ball hole and can be positioned in the drop or rise orientation for level towing with your specific trailer (trailer ball not included). Like all CURT custom receiver hitches, this class 2 hitch is designed, manufactured, finished and tested with the utmost care. It is engineered for a precise fit, easy installation, maximum towing strength and an integrated look on the vehicle. It is also tested to SAE J684 protocols for safety. This class 2 trailer hitch is finished with our industry-leading dual-coat process for unparalleled rust, chip and UV resistance. It is descaled for a smooth surface, submersed in liquid A-coat for rust prevention inside and out, covered with a highly durable powder coat, and finally co-cured for a dependable shield against the elements. This class 2 hitch comes with a ball mount, hitch pin and mounting hardware for a complete installation.|CURT 122843 Class 2 Trailer Hitch with Ball Mount; 1-1/4-In Receiver; Fits Select Subaru Legacy; Outback||||2|Available to Order|43.120|612314122844|1|EA|9.1250|19.2500|34.1250|26.6000|PG|43.120|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||303.3400|428.9500|||||428.9500|324.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|12289|122893|Y|1|EA|1|EA|1212|Class 2 Hitch; 1-1/4in. Receiver; Select Town/Country; Caravan; Grand Caravan|Class 2 Hitch; 1-1/4|Whatever the next checkpoint is on your adventure -- whether its getting your bike on the trail before sunrise or making it to the campground before dark -- CURT class 2 hitches let you Bring It with confidence. These receiver hitches are made to handle most light-duty towing applications and offer a custom fit for your vehicle. Typically used on full-size cars, crossovers, compact SUVs, minivans or even compact pickup trucks, a CURT class 2 trailer hitch complements the design of smaller vehicles. This particular class 2 hitch is made to be a custom hitch for certain years of the Chrysler Town & Country, Dodge Caravan and Dodge Grand Caravan (to verify vehicle compatibility, see application info). It offers a weight carrying capacity of 3,500 lbs. GTW and 350 lbs. TW. Class 2 trailer hitches can typically be used to tow a variety of lightweight trailers, such as a small utility trailer, small fishing boat trailer or popup camper (NOTE: Never exceed the lowest weight capacity of any towing component). They are also perfect for adding cargo space to your vehicle with a bike rack or cargo carrier. This class 2 hitch features a 1-1/4 in. receiver tube to accept a ball mount shank or other hitch-mounted accessory. For safety, it is tested in accordance with SAE J684. A custom trailer hitch design requires extra care, and as such, CURT class 2 hitches are engineered using real vehicles and hands-on research. We use high-strength steel, robotic welding and rigorous testing to produce hitches that are built to fit your lifestyle. To ensure that each hitch will be a reliable extension of your vehicle, we also finish our hitches in a co-curing of liquid A-coat and black powder coat, giving them long-lasting rust and wear resistance.|CURT 12289 Class 2 Trailer Hitch; 1-1/4-Inch Receiver; Fits Select Chrysler Town/Country; Dodge Caravan; Grand Caravan||||2|Available to Order|70.350|612314014460|1|EA|8.5930|20.1900|56.3600|44.0000|PG|70.350|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||310.8000|438.9500|||||438.9500|332.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|122893||Y|1|EA|1|EA|1212|Class 2 Hitch; 1-1/4in. Mount; Select Town/Country; Caravan; Grand Caravan|Class 2 Hitch; 1-1/4|A CURT trailer hitch is the key to pursuing your passions, whether youre taking the family boat out for an afternoon on the water or packing up the mountain bikes for a day on the trails. This CURT class 2 hitch is perfect for towing a small trailer, such as a boat trailer, lightweight camper or utility trailer. It can also be used to mount a hitch cargo carrier or bike rack (never exceed the lowest-rated towing component). Like all CURT custom hitches, this class 2 trailer hitch is made for a vehicle-specific fit. It is engineered to seamlessly integrate with select years of the Chrysler Town & Country, Dodge Caravan and Dodge Grand Caravan (see application info to verify fitment). It is rated for 3,500 pounds gross trailer weight and 350 pounds tongue weight. It is also equipped with 1-1/4 in. x 1-1/4 in. hitch receiver to accept the included ball mount. The ball mount that comes with this hitch kit has a 3/4 in. trailer ball hole and can be positioned in the drop or rise orientation for level towing with your specific trailer (trailer ball not included). Like all CURT custom receiver hitches, this class 2 hitch is designed, manufactured, finished and tested with the utmost care. It is engineered for a precise fit, easy installation, maximum towing strength and an integrated look on the vehicle. It is also tested to SAE J684 protocols for safety. This class 2 trailer hitch is finished with our industry-leading dual-coat process for unparalleled rust, chip and UV resistance. It is descaled for a smooth surface, submersed in liquid A-coat for rust prevention inside and out, covered with a highly durable powder coat, and finally co-cured for a dependable shield against the elements. This class 2 hitch comes with a ball mount, hitch pin and mounting hardware for a complete installation.|CURT 122893 Class 2 Trailer Hitch with Ball Mount; 1-1/4-In Receiver; Fits Select Chrysler Town/Country; Dodge Caravan; Grand Caravan||||2|Available to Order|70.350|612314122899|1|EA|8.5930|20.1900|56.3600|59.0000|PG|70.350|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||340.3300|480.9500|||||480.9500|363.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|12290|122903|Y|1|EA|1|EA|1212|Class 2 Trailer Hitch; 1-1/4in. Receiver; Select Subaru Legacy; Outback|Class 2 Trailer Hitc|Whatever the next checkpoint is on your adventure -- whether its getting your bike on the trail before sunrise or making it to the campground before dark -- CURT class 2 hitches let you Bring It with confidence. These receiver hitches are made to handle most light-duty towing applications and offer a custom fit for your vehicle. Typically used on full-size cars, crossovers, compact SUVs, minivans or even compact pickup trucks, a CURT class 2 trailer hitch complements the design of smaller vehicles. This particular class 2 hitch is made to be a custom hitch for certain years of the Subaru Legacy and Outback (to verify vehicle compatibility, see application info). It offers a weight carrying capacity of 3,500 lbs. GTW and 350 lbs. TW. Class 2 trailer hitches can typically be used to tow a variety of lightweight trailers, such as a small utility trailer, small fishing boat trailer or popup camper (NOTE: Never exceed the lowest weight capacity of any towing component). They are also perfect for adding cargo space to your vehicle with a bike rack or cargo carrier. This class 2 hitch features a 1-1/4 in. receiver tube to accept a ball mount shank or other hitch-mounted accessory. For safety, it is tested in accordance with SAE J684. A custom trailer hitch design requires extra care, and as such, CURT class 2 hitches are engineered using real vehicles and hands-on research. We use high-strength steel, robotic welding and rigorous testing to produce hitches that are built to fit your lifestyle. To ensure that each hitch will be a reliable extension of your vehicle, we also finish our hitches in a co-curing of liquid A-coat and black powder coat, giving them long-lasting rust and wear resistance.|CURT 12290 Class 2 Trailer Hitch; 1-1/4-Inch Receiver; Fits Select Subaru Legacy; Outback||||2|Available to Order|43.700|612314014477|1|EA|9.4100|18.5300|34.8400|33.0000|PG|43.700|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||251.6300|355.9500|||||355.9500|268.9500|||||||||||||||||||Trailer Hitch
BKDK|CURT|122903||Y|1|EA|1|EA|1212|Class 2 Trailer Hitch; 1-1/4in. Ball Mount; Select Subaru Legacy; Outback|Class 2 Trailer Hitc|A CURT trailer hitch is the key to pursuing your passions, whether youre taking the family boat out for an afternoon on the water or packing up the mountain bikes for a day on the trails. This CURT class 2 hitch is perfect for towing a small trailer, such as a boat trailer, lightweight camper or utility trailer. It can also be used to mount a hitch cargo carrier or bike rack (never exceed the lowest-rated towing component). Like all CURT custom hitches, this class 2 trailer hitch is made for a vehicle-specific fit. It is engineered to seamlessly integrate with select years of the Subaru Legacy and Outback (see application info to verify fitment). It is rated for 3,500 pounds gross trailer weight and 350 pounds tongue weight. It is also equipped with 1-1/4 in. x 1-1/4 in. hitch receiver to accept the included ball mount. The ball mount that comes with this hitch kit has a 3/4 in. trailer ball hole and can be positioned in the drop or rise orientation for level towing with your specific trailer (trailer ball not included). Like all CURT custom receiver hitches, this class 2 hitch is designed, manufactured, finished and tested with the utmost care. It is engineered for a precise fit, easy installation, maximum towing strength and an integrated look on the vehicle. It is also tested to SAE J684 protocols for safety. This class 2 trailer hitch is finished with our industry-leading dual-coat process for unparalleled rust, chip and UV resistance. It is descaled for a smooth surface, submersed in liquid A-coat for rust prevention inside and out, covered with a highly durable powder coat, and finally co-cured for a dependable shield against the elements. This class 2 hitch comes with a ball mount, hitch pin and mounting hardware for a complete installation.|CURT 122903 Class 2 Trailer Hitch with Ball Mount; 1-1/4-In Receiver; Fits Select Subaru Legacy; Outback||||2|Available to Order|43.700|612314122905|1|EA|9.4100|18.5300|34.8400|33.5000|PG|43.700|PG|||Limited Lifetime Warranty (One-Year Finish; One-Year Parts)|TX|||||||||||||||||||||||4|4|||||US|USD|1|||N|8708998180||8708998180|B|N||1/31/2024 12:00:00 AM||J24|||281.1600|396.9500|||||396.9500|300.9500|||||||||||||||||||Trailer Hitch
