BrandAAIAID|PartNumber|DescriptionCode|Description|Sequence
BKDK|13336|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13336|FAB|Made in USA [may include imported hardware]|9
BKDK|13337|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13337|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13337|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13337|FAB|Constructed w/A Sleek Round-Tube Main Body|4
BKDK|13337|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|5
BKDK|13337|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|6
BKDK|13337|FAB|Strengthened w/A Cast Welded Seamless Collar|7
BKDK|13337|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|8
BKDK|13337|FAB|Made in USA [may include imported hardware]|9
BKDK|13339|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13339|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13339|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13339|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13339|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13339|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13339|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13339|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13339|FAB|Made in USA [may include imported hardware]|9
BKDK|13340|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13340|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13340|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13340|FAB|Constructed w/A Sleek Round-Tube Main Body|4
BKDK|13340|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|5
BKDK|13340|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|6
BKDK|13340|FAB|Strengthened w/A Cast Welded Seamless Collar|7
BKDK|13340|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|8
BKDK|13340|FAB|Made in USA [may include imported hardware]|9
BKDK|13342|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13342|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13342|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13342|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13342|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13342|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13342|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13342|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13342|FAB|Made in USA [may include imported hardware]|9
BKDK|13343|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13343|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13343|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13343|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13343|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13343|FAB|Strengthened w/Cast; Welded; Seamless Collar|6
BKDK|13343|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13343|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13343|FAB|Made in USA [may include imported hardware]|9
BKDK|13344|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13344|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13344|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13344|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13344|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13344|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13344|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13344|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13344|FAB|Made in USA [may include imported hardware]|9
BKDK|13345|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13345|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13345|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13345|FAB|Constructed w/A Sleek Round-Tube Main Body|4
BKDK|13345|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|5
BKDK|13345|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|6
BKDK|13345|FAB|Strengthened w/A Cast Welded Seamless Collar|7
BKDK|13345|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|8
BKDK|13345|FAB|Made in USA [may include imported hardware]|9
BKDK|133485|FAB|Replacement Shackle Link Assembly For RV Suspension|1
BKDK|133485|FAB|Available Sizes Of 2.25 in. And 3.13 in.|2
BKDK|133485|FAB|Includes Two Shoulder Bolts And One Shackle Link Plate|3
BKDK|133485|FAB|Connects Suspension Springs And Axle Hangers|4
BKDK|133485|FAB|Measured By Width From Center Hole To Center Hole|5
BKDK|133485|FAB|Heavy-Duty Versions Available In Both Sizes And Are Typically Used With Wet Bolts [Greaseable]|6
BKDK|133485|FAB|Please Reference Original Equipment Label Before Purchase|7
BKDK|13352|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13352|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13352|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13352|FAB|Constructed w/A Sleek Round-Tube Main Body|4
BKDK|13352|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|5
BKDK|13352|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|6
BKDK|13352|FAB|Strengthened w/A Cast Welded Seamless Collar|7
BKDK|13352|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|8
BKDK|13352|FAB|Made in USA [may include imported hardware]|9
BKDK|13354|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13354|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13354|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13354|FAB|Constructed w/A Sleek Round-Tube Main Body|4
BKDK|13354|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|5
BKDK|13354|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|6
BKDK|13354|FAB|Strengthened w/A Cast Welded Seamless Collar|7
BKDK|13354|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|8
BKDK|13354|FAB|Made in USA [may include imported hardware]|9
BKDK|13355|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13355|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13355|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13355|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13355|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13355|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13355|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13355|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13355|FAB|Made in USA [may include imported hardware]|9
BKDK|13356|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13356|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13356|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13356|FAB|Constructed w/A Sleek Round-Tube Main Body|4
BKDK|13356|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|5
BKDK|13356|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|6
BKDK|13356|FAB|Strengthened w/A Cast Welded Seamless Collar|7
BKDK|13356|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|8
BKDK|13356|FAB|Made in USA [may include imported hardware]|9
BKDK|13357|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13357|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13357|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13357|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13357|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13357|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13357|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13357|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13357|FAB|Made in USA [may include imported hardware]|9
BKDK|13358|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13358|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13358|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13358|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13358|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13358|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13358|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13358|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13358|FAB|Made in USA [may include imported hardware]|9
BKDK|13359|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13359|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13359|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13359|FAB|Constructed w/A Sleek Round-Tube Main Body|4
BKDK|13359|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|5
BKDK|13359|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|6
BKDK|13359|FAB|Strengthened w/A Cast Welded Seamless Collar|7
BKDK|13359|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|8
BKDK|13359|FAB|Made in USA [may include imported hardware]|9
BKDK|13360|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13360|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13360|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13360|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13360|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13360|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13360|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13360|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13360|FAB|Made in USA [may include imported hardware]|9
BKDK|13361|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13361|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13361|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13361|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13361|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13361|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13361|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13361|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13361|FAB|Made in USA [may include imported hardware]|9
BKDK|13362|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13362|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13362|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13362|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13362|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13362|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13362|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13362|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13362|FAB|Made in USA [may include imported hardware]|9
BKDK|13363|FAB|Made With A Vehicle-Specific Design For A Custom Fit|1
BKDK|13363|FAB|Tested For Safety In Accordance With Sea J684|2
BKDK|13363|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|3
BKDK|13363|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|4
BKDK|13363|FAB|Strengthened With A Cast; Welded; Seamless Collar|5
BKDK|13363|FAB|Equipped With An Open-Back Receiver For Easy Cleaning|6
BKDK|13363|FAB|Backed By A Limited Lifetime Warranty|7
BKDK|13363|FAB|Made in USA [may include imported hardware]|8
BKDK|13364|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13364|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13364|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13364|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13364|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13364|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13364|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13364|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13364|FAB|Made in USA [may include imported hardware]|9
BKDK|13365|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13365|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13365|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13365|FAB|Constructed w/A Sleek Round-Tube Main Body|4
BKDK|13365|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|5
BKDK|13365|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|6
BKDK|13365|FAB|Strengthened w/A Cast Welded Seamless Collar|7
BKDK|13365|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|8
BKDK|13365|FAB|Made in USA [may include imported hardware]|9
BKDK|13366|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13366|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13366|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13366|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13366|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13366|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13366|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13366|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13366|FAB|Made in USA [may include imported hardware]|9
BKDK|13367|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13367|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13367|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13367|FAB|Constructed w/A Sleek Round-Tube Main Body|4
BKDK|13367|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|5
BKDK|13367|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|6
BKDK|13367|FAB|Strengthened w/A Cast Welded Seamless Collar|7
BKDK|13367|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|8
BKDK|13367|FAB|Made in USA [may include imported hardware]|9
BKDK|13368|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13368|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13368|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13368|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13368|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13368|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13368|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13368|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13368|FAB|Made in USA [may include imported hardware]|9
BKDK|13370|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13370|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13370|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13370|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13370|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13370|FAB|Strengthened w/Cast; Welded; Seamless Collar|6
BKDK|13370|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13370|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13370|FAB|Made in USA [may include imported hardware]|9
BKDK|13371|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13371|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13371|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13371|FAB|Constructed w/A Sleek Round-Tube Main Body|4
BKDK|13371|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|5
BKDK|13371|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|6
BKDK|13371|FAB|Strengthened w/A Cast Welded Seamless Collar|7
BKDK|13371|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|8
BKDK|13371|FAB|Made in USA [may include imported hardware]|9
BKDK|13374|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13374|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13374|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13374|FAB|Constructed w/A Sleek Round-Tube Main Body|4
BKDK|13374|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|5
BKDK|13374|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|6
BKDK|13374|FAB|Strengthened w/A Cast Welded Seamless Collar|7
BKDK|13374|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|8
BKDK|13374|FAB|Made in USA [may include imported hardware]|9
BKDK|13375|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13375|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13375|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13375|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13375|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13375|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13375|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13375|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13375|FAB|Made in USA [may include imported hardware]|9
BKDK|13377|FAB|Made With A Vehicle-Specific Design For A Custom Fit|1
BKDK|13377|FAB|Tested For Safety In Accordance With Sea J684|2
BKDK|13377|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13377|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13377|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13377|FAB|Strengthened With A Cast; Welded; Seamless Collar|6
BKDK|13377|FAB|Equipped With An Open-Back Receiver For Easy Cleaning|7
BKDK|13377|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13377|FAB|Made in USA [may include imported hardware]|9
BKDK|13379|FAB|Made w/Vehicle Specific Design For Custom Fit|1
BKDK|13379|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13379|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13379|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13379|FAB|Co-Cured In A Rust-Resistance Liquid Bonderite Coating|5
BKDK|13379|FAB|Strengthened w/Cast; Welded; Seamless Collar|6
BKDK|13379|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13379|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13379|FAB|Made in USA [may include imported hardware]|9
BKDK|13381|FAB|Made w/Vehicle Specific Design For Custom Fit|1
BKDK|13381|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13381|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13381|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13381|FAB|Co-Cured In A Rust-Resistance Liquid Bonderite Coating|5
BKDK|13381|FAB|Strengthened w/Cast; Welded; Seamless Collar|6
BKDK|13381|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13381|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13381|FAB|Made in USA [may include imported hardware]|9
BKDK|13382|FAB|Made With A Vehicle-Specific Design For A Custom Fit|1
BKDK|13382|FAB|Tested For Safety In Accordance With Sea J684|2
BKDK|13382|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13382|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13382|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13382|FAB|Strengthened With A Cast; Welded; Seamless Collar|6
BKDK|13382|FAB|Equipped With An Open-Back Receiver For Easy Cleaning|7
BKDK|13382|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13382|FAB|Made in USA [may include imported hardware]|9
BKDK|13383|FAB|Made w/Vehicle Specific Design For Custom Fit|1
BKDK|13383|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13383|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13383|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13383|FAB|Co-Cured In Rust-Resistant Liquid Bonderite Coating|5
BKDK|13383|FAB|Strengthened w/Cast; Welded; Seamless Collar|6
BKDK|13383|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13383|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13383|FAB|Made in USA [may include imported hardware]|9
BKDK|13385|FAB|Made w/A Vehicle-Specific Design For A Custom Fit|1
BKDK|13385|FAB|Tested For Safety In Accordance w/SAE J684|2
BKDK|13385|FAB|Precisely Welded For Superior Strength And Fit|3
BKDK|13385|FAB|Protected By A Durable High-Gloss Black Powder Coat Finish|4
BKDK|13385|FAB|Co-Cured In A Rust-Resistant Liquid Bonderite Coating|5
BKDK|13385|FAB|Strengthened w/A Cast Welded Seamless Collar|6
BKDK|13385|FAB|Equipped w/An Open-Back Receiver For Easy Cleaning|7
BKDK|13385|FAB|Backed By A Limited Lifetime Warranty|8
BKDK|13385|FAB|Made in USA [may include imported hardware]|9
BKDK|13386|FAB|Made With A Vehicle-Specific Design For A Custom Fit|1
BKDK|13386|FAB|Tested For Safety In Accordance w/SAE J684|2
